"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-69306","DNA Replication","62/2260","123/8772",3.35660055910688e-09,1.04461478006144e-07,8.88669366525904e-08,"Mcm5/Pola1/Gins1/Prim1/Mcm6/Mcm7/Ccna2/Mcm2/Mcm4/Mcm10/Rfc4/Ccne2/Gins2/Mcm3/Pole/Pold2/Ube2c/Lig1/Pold1/Rfc5/Cdc45/Cdc6/Pcna/Ccne1/Prim2/Rfc3/Cdc7/Anapc15/Rfc1/Pole2/Rpa1/Rpa3/Pola2/Rfc2/Dbf4/Mcm8/Gmnn/Gins4/Anapc5/Skp2/Orc2/Dna2/Cdc23/Psmb9/E2f2/Pole3/Psmd8/Pold4/Psmb3/Fzr1/Gins3/Anapc11/Cdk2/Psmb10/Orc1/Pole4/Ubc/E2f1/Psmd11/Psmd5/Pold3/Cdc27",62
"R-MMU-174411","Polymerase switching on the C-strand of the telomere","14/2260","14/8772",5.50963807928616e-09,1.57177730761858e-07,1.33713438766301e-07,"Pola1/Prim1/Rfc4/Pold2/Pold1/Rfc5/Pcna/Prim2/Rfc3/Rfc1/Pola2/Rfc2/Pold4/Pold3",14
"R-MMU-69091","Polymerase switching","14/2260","14/8772",5.50963807928616e-09,1.57177730761858e-07,1.33713438766301e-07,"Pola1/Prim1/Rfc4/Pold2/Pold1/Rfc5/Pcna/Prim2/Rfc3/Rfc1/Pola2/Rfc2/Pold4/Pold3",14
"R-MMU-69109","Leading Strand Synthesis","14/2260","14/8772",5.50963807928616e-09,1.57177730761858e-07,1.33713438766301e-07,"Pola1/Prim1/Rfc4/Pold2/Pold1/Rfc5/Pcna/Prim2/Rfc3/Rfc1/Pola2/Rfc2/Pold4/Pold3",14
"R-MMU-380270","Recruitment of mitotic centrosome proteins and complexes","44/2260","78/8772",7.9541323799816e-09,2.14970893532661e-07,1.82878943916474e-07,"Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Haus7/Haus5/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Tubgcp4/Cep41/Tubgcp2/Nedd1/Haus2/Ccp110/Tubb5/Odf2/Cetn2/Dynll1/Cep57/Ywhag/Pafah1b1/Pcm1/Hsp90aa1/Pcnt/Fgfr1op/Mzt2/Cep131/Cep72/Cep76/Cntrl/Cep250",44
"R-MMU-380287","Centrosome maturation","44/2260","78/8772",7.9541323799816e-09,2.14970893532661e-07,1.82878943916474e-07,"Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Haus7/Haus5/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Tubgcp4/Cep41/Tubgcp2/Nedd1/Haus2/Ccp110/Tubb5/Odf2/Cetn2/Dynll1/Cep57/Ywhag/Pafah1b1/Pcm1/Hsp90aa1/Pcnt/Fgfr1op/Mzt2/Cep131/Cep72/Cep76/Cntrl/Cep250",44
"R-MMU-2565942","Regulation of PLK1 Activity at G2/M Transition","47/2260","86/8772",9.88342074530681e-09,2.60263412959746e-07,2.2140996541443e-07,"Ccnb2/Nek2/Haus1/Plk4/Cdk1/Plk1/Aurka/Haus3/Tubg1/Nde1/Cep192/Haus4/Haus6/Haus8/Bora/Cdk5rap2/Haus7/Haus5/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Cep41/Nedd1/Haus2/Ccp110/Tubb5/Optn/Odf2/Cetn2/Dynll1/Cep57/Ywhag/Pafah1b1/Pcm1/Hsp90aa1/Pcnt/Ubc/Fgfr1op/Cep131/Cep72/Cep76/Cntrl/Cep250/Ppp1r12a",47
"R-MMU-5696397","Gap-filling DNA repair synthesis and ligation in GG-NER","18/2260","21/8772",1.37525159522213e-08,3.53095847073283e-07,3.00383901061677e-07,"Rfc4/Pole/Pold2/Pold1/Rfc5/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Pole3/Pold4/Polk/Pole4/Ubc/Pold3",18
"R-MMU-5633007","Regulation of TP53 Activity","69/2260","147/8772",1.98855125454684e-08,4.98107838638927e-07,4.23747764126797e-07,"Ccna2/Rfc4/Chek1/Tpx2/Aurkb/Cdk1/Rfc5/Brca1/Aurka/Topbp1/Taf15/Blm/Atm/Rbbp7/Rfc3/Rbbp8/Taf5/Hipk1/Rpa1/Rpa3/Rfc2/Exo1/Trp53bp2/Kat5/Brip1/Map2k6/Usp7/Ssrp1/Smyd2/Chek2/Hipk2/Prkag2/Hus1/Prkab1/Gatad2a/Dna2/Nbn/Mta2/Ppp1r13b/Akt2/Mre11a/Rbbp4/Chd4/Dyrk2/Prmt5/Cdk2/Mapk14/Ubc/Rad1/Taf12/Trp53/Brd1/Prkab2/Wrn/Taf1/Rffl/Taf10/Usp2/Hdac2/Mbd3/Kmt5a/Rmi1/Supt16/Pip4k2c/Csnk2a1/Prkaa1/Jmy/Taf7/Mapkap1",69
"R-MMU-5358508","Mismatch Repair","13/2260","13/8772",2.14770449205463e-08,5.12951747288396e-07,4.36375698508039e-07,"Pold2/Lig1/Pold1/Msh6/Pcna/Msh2/Rpa1/Rpa3/Exo1/Mlh1/Pold4/Msh3/Pold3",13
"R-MMU-69183","Processive synthesis on the lagging strand","13/2260","13/8772",2.14770449205463e-08,5.12951747288396e-07,4.36375698508039e-07,"Pola1/Prim1/Pold2/Lig1/Pold1/Pcna/Prim2/Rpa1/Rpa3/Pola2/Dna2/Pold4/Pold3",13
"R-MMU-4615885","SUMOylation of DNA replication proteins","28/2260","42/8772",2.88917752293662e-08,6.74360299103615e-07,5.73688359817558e-07,"Top2a/Birc5/Cdca8/Aurkb/Ndc1/Pcna/Aaas/Incenp/Nup85/Nup35/Rangap1/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ube2i/Ranbp2/Nup88/Nup153/Nup54/Nup50/Sumo1",28
"R-MMU-380320","Recruitment of NuMA to mitotic centrosomes","47/2260","89/8772",4.1652687737515e-08,9.50606895698399e-07,8.08695457827778e-07,"Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Haus7/Haus5/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Tubgcp4/Cep41/Tubgcp2/Nedd1/Haus2/Tubb2a/Tuba1b/Ccp110/Tubb5/Odf2/Tubb2b/Cetn2/Dynll1/Cep57/Ywhag/Pafah1b1/Pcm1/Hsp90aa1/Pcnt/Fgfr1op/Mzt2/Cep131/Cep72/Cep76/Cntrl/Cep250",47
"R-MMU-3700989","Transcriptional Regulation by TP53","107/2260","262/8772",4.53047282813038e-08,1.01147730314998e-06,8.60478820903482e-07,"Ccna2/Ddit4/Rfc4/E2f7/Ccne2/Chek1/Tpx2/Prdx5/Aurkb/Cdk1/Rfc5/Sesn1/Brca1/Aurka/Topbp1/E2f8/Cdc25c/Plk2/Taf15/Pcna/Blm/Ccne1/Atm/Rbbp7/Rfc3/Rbbp8/Taf5/Hipk1/Ccnt1/Rpa1/Rpa3/Rfc2/Btg2/Exo1/Npm1/Eloa/Trp53bp2/Kat5/Brip1/Map2k6/Usp7/Ssrp1/Gadd45a/Smyd2/Chek2/Ywhaz/Hipk2/Prkag2/Ercc3/Rabggta/Hus1/Prkab1/Gatad2a/Dna2/Nbn/Mta2/Ppp1r13b/Cnot7/Akt2/Mre11a/Rbbp4/Chd4/Sesn3/Dyrk2/Cnot6l/Casp2/Prmt5/Nelfe/Ywhag/Cdk13/Cdk2/Gtf2h4/Mnat1/Rragd/Txn1/Ccnh/Gpi1/Mapk14/Ubc/Cnot8/Rad1/Sesn2/Rabggtb/Taf12/Trp53/Brd1/Prkab2/Wrn/Cdk12/Taf1/Rffl/Taf10/Usp2/Hdac2/Mbd3/Kmt5a/Ywhaq/Rmi1/Supt16/Pip4k2c/Csnk2a1/Prkaa1/Jmy/Polr2a/Taf7/Ccnt2/Mapkap1",107
"R-MMU-2990846","SUMOylation","73/2260","161/8772",4.72996729842492e-08,1.03354817350689e-06,8.79254839348866e-07,"Top2a/Birc5/Cdca8/Aurkb/Brca1/Ndc1/Pcna/Blm/Aaas/Dnmt1/Nop58/Incenp/Nup85/Nup35/Rangap1/Nup62/Nup43/Rpa1/Mitf/Rxra/Smc3/Npm1/Rad21/Nup37/Esr1/Scmh1/Sae1/Nup160/Nup107/Nup155/Nup214/Smc6/Hipk2/Nsmce1/Nup210/Nup133/Nup188/Casp8ap2/Ube2i/Nrip1/Suz12/Cetn2/Ranbp2/Nfkbia/Vdr/Smc5/Senp2/Xrcc4/Pias2/Sp100/Park7/Xpc/Thra/Cbx2/Ikbkg/Trim27/L3mbtl2/Nsmce4a/Bmi1/Mta1/Smc1a/Rnf168/Ikbke/Nup88/Hdac2/Sin3a/Safb/Nup153/Nup54/Uba2/Nfkb2/Nup50/Sumo1",73
"R-MMU-3108214","SUMOylation of DNA damage response and repair proteins","40/2260","72/8772",6.76709973091578e-08,1.44787737992719e-06,1.23173087207458e-06,"Brca1/Ndc1/Blm/Aaas/Nup85/Nup35/Nup62/Nup43/Rpa1/Smc3/Rad21/Nup37/Scmh1/Nup160/Nup107/Nup155/Nup214/Smc6/Nsmce1/Nup210/Nup133/Nup188/Ube2i/Cetn2/Ranbp2/Smc5/Xrcc4/Pias2/Sp100/Xpc/Cbx2/Nsmce4a/Bmi1/Smc1a/Rnf168/Nup88/Nup153/Nup54/Nup50/Sumo1",40
"R-MMU-5693532","DNA Double-Strand Break Repair","71/2260","157/8772",8.21160612450722e-08,1.68532084439845e-06,1.43372756710984e-06,"Rad51/Ccna2/Clspn/Rad51ap1/Rfc4/H2afx/Tipin/Chek1/Pole/Timeless/Pold2/Pold1/Rfc5/Brca1/Topbp1/Pcna/Blm/Rif1/Atm/Eme1/Rfc3/Brca2/Rbbp8/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Exo1/Nsd2/Kat5/Brip1/Polh/Paxip1/Kdm4b/Chek2/Xrcc6/Hus1/Tdp2/Dna2/Nbn/Eya4/Xrcc1/Pole3/Ube2i/Parp2/Mre11a/Pold4/Polk/Kpna2/Rtel1/Prkdc/Rad51d/Cdk2/Xrcc4/Palb2/Pole4/Ubc/Rad1/Eya1/Trp53/Rad51b/Rnf168/Wrn/Lig4/Rad51c/Rmi1/Baz1b/Pold3/Xrcc2/Sumo1",71
"R-MMU-5358565","Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha)","12/2260","12/8772",8.36916875017729e-08,1.68532084439845e-06,1.43372756710984e-06,"Pold2/Lig1/Pold1/Msh6/Pcna/Msh2/Rpa1/Rpa3/Exo1/Mlh1/Pold4/Pold3",12
"R-MMU-69166","Removal of the Flap Intermediate","12/2260","12/8772",8.36916875017729e-08,1.68532084439845e-06,1.43372756710984e-06,"Pola1/Prim1/Pold2/Pold1/Pcna/Prim2/Rpa1/Rpa3/Pola2/Dna2/Pold4/Pold3",12
"R-MMU-453279","Mitotic G1-G1/S phases","60/2260","126/8772",8.73259993505591e-08,1.72468848717354e-06,1.46721820771182e-06,"Mcm5/Pola1/Prim1/Mcm6/Mcm7/Ccna2/Mcm2/Mcm4/Mcm10/Ccne2/Cks1b/Mcm3/Pole/Cdk6/Ccnd1/Cdc45/Cdc6/Rbl1/Ccne1/Wee1/Prim2/Cdc25a/Cdc7/Tfdp1/Pole2/Rpa1/Rpa3/Pola2/Dbf4/Mcm8/Gmnn/Cdk4/Src/Ccnd3/Skp2/Ccnd2/Orc2/Jak2/Psmb9/E2f2/Pole3/Psmd8/Akt2/Rbbp4/Psmb3/Cdk2/Psmb10/Mnat1/Orc1/Pole4/Ccnh/Ubc/Lin54/E2f1/E2f5/Psmd11/Psmd5/Cdkn1c/Dyrk1a/Lin52",60
"R-MMU-3108232","SUMO E3 ligases SUMOylate target proteins","70/2260","156/8772",1.47481166732167e-07,2.85779543837613e-06,2.43116918346968e-06,"Top2a/Birc5/Cdca8/Aurkb/Brca1/Ndc1/Pcna/Blm/Aaas/Dnmt1/Nop58/Incenp/Nup85/Nup35/Rangap1/Nup62/Nup43/Rpa1/Mitf/Rxra/Smc3/Npm1/Rad21/Nup37/Esr1/Scmh1/Nup160/Nup107/Nup155/Nup214/Smc6/Hipk2/Nsmce1/Nup210/Nup133/Nup188/Casp8ap2/Ube2i/Nrip1/Suz12/Cetn2/Ranbp2/Nfkbia/Vdr/Smc5/Xrcc4/Pias2/Sp100/Park7/Xpc/Thra/Cbx2/Ikbkg/Trim27/L3mbtl2/Nsmce4a/Bmi1/Mta1/Smc1a/Rnf168/Ikbke/Nup88/Hdac2/Sin3a/Safb/Nup153/Nup54/Nfkb2/Nup50/Sumo1",70
"R-MMU-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","25/2260","38/8772",2.3911574126243e-07,4.5476271532688e-06,3.86873421535705e-06,"Pclaf/Rfc4/Pole/Pold2/Pold1/Rfc5/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Ube2l6/Polh/Mad2l2/Usp10/Pole3/Pold4/Polk/Poli/Pole4/Ubc/Uba7/Pold3",25
"R-MMU-69239","Synthesis of DNA","55/2260","115/8772",2.50034771061909e-07,4.66883108873783e-06,3.97184421017004e-06,"Mcm5/Pola1/Gins1/Prim1/Mcm6/Mcm7/Ccna2/Mcm2/Mcm4/Rfc4/Ccne2/Gins2/Mcm3/Pole/Pold2/Ube2c/Lig1/Pold1/Rfc5/Cdc6/Pcna/Ccne1/Prim2/Rfc3/Anapc15/Rfc1/Pole2/Rpa1/Rpa3/Pola2/Rfc2/Mcm8/Gins4/Anapc5/Skp2/Orc2/Dna2/Cdc23/Psmb9/Pole3/Psmd8/Pold4/Psmb3/Fzr1/Gins3/Anapc11/Cdk2/Psmb10/Orc1/Pole4/Ubc/Psmd11/Psmd5/Pold3/Cdc27",55
"R-MMU-5693537","Resolution of D-Loop Structures","22/2260","32/8772",4.01533959756048e-07,7.36384601195467e-06,6.26453358266015e-06,"Rad51/Rad51ap1/Brca1/Blm/Atm/Eme1/Brca2/Rbbp8/Exo1/Kat5/Brip1/Dna2/Nbn/Mre11a/Rtel1/Rad51d/Palb2/Rad51b/Wrn/Rad51c/Rmi1/Xrcc2",22
"R-MMU-5685938","HDR through Single Strand Annealing (SSA)","22/2260","33/8772",9.1160774270388e-07,1.5996021642326e-05,1.3608054079978e-05,"Rad51/Rfc4/Rfc5/Brca1/Topbp1/Blm/Atm/Rfc3/Rbbp8/Rpa1/Rpa3/Rfc2/Exo1/Kat5/Brip1/Hus1/Dna2/Nbn/Mre11a/Rad1/Wrn/Rmi1",22
"R-MMU-191859","snRNP Assembly","28/2260","47/8772",9.3452901513102e-07,1.5996021642326e-05,1.3608054079978e-05,"Ndc1/Aaas/Gemin6/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Snrpg/Nup133/Snrpd2/Nup188/Gemin2/Snrpe/Ranbp2/Prmt5/Nup88/Nup153/Nup54/Wdr77/Snupn/Nup50/Snrpd3",28
"R-MMU-194441","Metabolism of non-coding RNA","28/2260","47/8772",9.3452901513102e-07,1.5996021642326e-05,1.3608054079978e-05,"Ndc1/Aaas/Gemin6/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Snrpg/Nup133/Snrpd2/Nup188/Gemin2/Snrpe/Ranbp2/Prmt5/Nup88/Nup153/Nup54/Wdr77/Snupn/Nup50/Snrpd3",28
"R-MMU-73893","DNA Damage Bypass","28/2260","47/8772",9.3452901513102e-07,1.5996021642326e-05,1.3608054079978e-05,"Pclaf/Dtl/Rfc4/Pole/Pold2/Pold1/Rfc5/Usp1/Rad18/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Ube2l6/Polh/Mad2l2/Usp10/Pole3/Pold4/Polk/Poli/Pole4/Ubc/Uba7/Pold3",28
"R-MMU-3301854","Nuclear Pore Complex (NPC) Disassembly","21/2260","31/8772",1.08597028027587e-06,1.79885722232794e-05,1.53031465641592e-05,"Ccnb2/Cdk1/Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ranbp2/Nup88/Nup153/Nup54/Nup50",21
"R-MMU-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","21/2260","31/8772",1.08597028027587e-06,1.79885722232794e-05,1.53031465641592e-05,"Rad51/Rad51ap1/Brca1/Blm/Atm/Eme1/Brca2/Rbbp8/Exo1/Kat5/Brip1/Dna2/Nbn/Mre11a/Rad51d/Palb2/Rad51b/Wrn/Rad51c/Rmi1/Xrcc2",21
"R-MMU-110314","Recognition of DNA damage by PCNA-containing replication complex","20/2260","29/8772",1.27352011340159e-06,2.07603993089434e-05,1.76611811883596e-05,"Dtl/Rfc4/Pole/Pold2/Pold1/Rfc5/Usp1/Rad18/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Pole3/Pold4/Pole4/Ubc/Pold3",20
"R-MMU-2980766","Nuclear Envelope Breakdown","28/2260","48/8772",1.69394318501419e-06,2.71824945470246e-05,2.31245533480556e-05,"Ccnb2/Cdk1/Plk1/Lpin2/Ndc1/Aaas/Lmnb1/Nup85/Nup35/Nup62/Nup43/Lmna/Vrk2/Nup37/Vrk1/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ranbp2/Banf1/Nup88/Nup153/Nup54/Nup50",28
"R-MMU-453274","Mitotic G2-G2/M phases","75/2260","181/8772",2.45718173428346e-06,3.88234714016786e-05,3.30277059021097e-05,"Ccna2/Hmmr/Ccnb2/Nek2/Tpx2/Haus1/Plk4/Pkmyt1/Cdk1/Plk1/Aurka/Haus3/Cdc25c/Phlda1/Tubg1/Wee1/Nde1/Cdc25a/Cep192/Haus4/Haus6/Haus8/Bora/Gtse1/Cdk5rap2/Haus7/Haus5/Cdc25b/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Tubgcp4/Cep41/Xpo1/Tubgcp2/Nedd1/Haus2/Tubb2a/Tuba1b/Psmb9/Ccp110/Tubb5/Optn/Psmd8/Odf2/Psmb3/Tubb2b/Cetn2/Dynll1/Cep57/Ywhag/Cdk2/Pafah1b1/Psmb10/Mnat1/Pcm1/Ccnh/Hsp90aa1/Pcnt/Ubc/Fgfr1op/Mzt2/Trp53/Cep131/E2f1/Cep72/Cep76/Psmd11/Psmd5/Cntrl/Cep250/Ppp1r12a",75
"R-MMU-3232142","SUMOylation of ubiquitinylation proteins","23/2260","37/8772",3.16538023021278e-06,4.86078359777304e-05,4.13514107123623e-05,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ube2i/Ranbp2/Pias2/Trim27/Nup88/Nup153/Nup54/Nup50/Sumo1",23
"R-MMU-69275","G2/M Transition","74/2260","179/8772",3.1711051708938e-06,4.86078359777304e-05,4.13514107123623e-05,"Ccna2/Hmmr/Ccnb2/Nek2/Tpx2/Haus1/Plk4/Pkmyt1/Cdk1/Plk1/Aurka/Haus3/Cdc25c/Phlda1/Tubg1/Wee1/Nde1/Cdc25a/Cep192/Haus4/Haus6/Haus8/Bora/Gtse1/Cdk5rap2/Haus7/Haus5/Cdc25b/Cep152/Prkar2b/Tuba1a/Cep70/Ckap5/Tuba4a/Tubgcp4/Cep41/Xpo1/Tubgcp2/Nedd1/Haus2/Tubb2a/Tuba1b/Psmb9/Ccp110/Tubb5/Optn/Psmd8/Odf2/Psmb3/Tubb2b/Cetn2/Dynll1/Cep57/Ywhag/Cdk2/Pafah1b1/Psmb10/Mnat1/Pcm1/Ccnh/Hsp90aa1/Pcnt/Ubc/Fgfr1op/Mzt2/Trp53/Cep131/Cep72/Cep76/Psmd11/Psmd5/Cntrl/Cep250/Ppp1r12a",74
"R-MMU-73886","Chromosome Maintenance","50/2260","109/8772",4.02867736368585e-06,6.0844877242726e-05,5.17616441464281e-05,"Pola1/Prim1/Rfc4/H2afx/Cenpn/Cenpq/Pole/Pold2/Lig1/Pold1/Rfc5/Mis18bp1/Cenpp/Cenpw/Cenph/Cenpk/Pcna/Rbbp7/Dkc1/Prim2/H2afv/Cenps/Cenpu/Cenpm/Rfc3/Cenpo/H2afz/Rfc1/Pole2/Rpa1/Rpa3/Pola2/Rfc2/Npm1/Ruvbl1/Cenpa/Mis18a/Cenpc1/Dna2/Terf1/Cenpt/Pole3/Pold4/Rbbp4/Oip5/Cenpx/Itgb3bp/Pole4/Pot1a/Pold3",50
"R-MMU-195258","RHO GTPase Effectors","115/2260","310/8772",4.93796966871969e-06,7.31282011379619e-05,6.22112509040213e-05,"S100a8/Nuf2/Bub1/Cenpe/Birc5/Spc25/Prc1/Bub1b/Cenpf/Ndc80/H2afx/Kif2c/Cenpn/Cenpq/Ercc6l/Cdca8/Zwilch/Mad2l1/Fmnl2/Cybb/Cdc20/Aurkb/Ska1/Sgo1/Plk1/Kntc1/Cenpp/Spdl1/Cit/Cdc25c/Cenph/Cenpk/Spc24/Sgo2a/Iqgap3/Nde1/Clip1/H2afv/Cenps/Cenpu/Cenpm/Incenp/Cenpo/Ncf2/H2afz/Nup85/Kif5b/Pmf1/Rhog/Rangap1/Diaph3/Ncf4/Dsn1/Nup43/Diaph1/Ska2/Nup37/Myl12b/Cenpa/Nup160/Rcc2/Nup107/Src/Cenpc1/Arpc1b/Tuba1a/Ywhaz/Ckap5/Nck1/Nup133/Tuba4a/Taok1/Baiap2/Srgap2/Fmnl3/Prkcd/Xpo1/Zw10/Myh9/Tubb2a/Cyfip2/Kif18a/Rac2/Cenpt/Tuba1b/Klc4/Ctnnb1/S100a9/Pfn1/Tubb2b/Gopc/Dynll1/Ranbp2/Rhoa/Wipf2/Ptk2/Ywhag/Itgb3bp/Iqgap1/Pafah1b1/Mapk14/Zwint/Nudc/Rock1/Rhoc/Kif5a/Ywhaq/H3c4/Kif2a/Rock2/Daam1/Ppp2r5d/Arpc4/Ndel1/Ppp1r12a",115
"R-MMU-4085377","SUMOylation of SUMOylation proteins","21/2260","33/8772",4.98439540375592e-06,7.31282011379619e-05,6.22112509040213e-05,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ube2i/Ranbp2/Nup88/Nup153/Nup54/Nup50/Sumo1",21
"R-MMU-5693538","Homology Directed Repair","57/2260","130/8772",5.06666561024453e-06,7.32882476298751e-05,6.23474048406666e-05,"Rad51/Ccna2/Clspn/Rad51ap1/Rfc4/H2afx/Tipin/Chek1/Pole/Timeless/Pold2/Pold1/Rfc5/Brca1/Topbp1/Pcna/Blm/Atm/Eme1/Rfc3/Brca2/Rbbp8/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Exo1/Nsd2/Kat5/Brip1/Polh/Hus1/Dna2/Nbn/Xrcc1/Pole3/Ube2i/Parp2/Mre11a/Pold4/Polk/Rtel1/Rad51d/Cdk2/Palb2/Pole4/Ubc/Rad1/Rad51b/Rnf168/Wrn/Rad51c/Rmi1/Pold3/Xrcc2/Sumo1",57
"R-MMU-5620912","Anchoring of the basal body to the plasma membrane","45/2260","96/8772",5.97252286516073e-06,8.5191402535001e-05,7.24735961708101e-05,"Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Haus7/Haus5/Cep152/Prkar2b/Cep89/Tuba1a/Cep70/Ckap5/Tuba4a/Cc2d2a/Cep41/Nedd1/Haus2/Ccp110/Tubb5/Odf2/Cetn2/Dynll1/Cep57/Ywhag/Pafah1b1/Pcm1/Hsp90aa1/Pcnt/Fgfr1op/Mark4/Sclt1/Cep131/Cep72/Cep76/Cntrl/Cep250",45
"R-MMU-159230","Transport of the SLBP Dependant Mature mRNA","21/2260","34/8772",9.87789242184106e-06,0.000138967061879874,0.000118221351263563,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Slbp/Ranbp2/Nup88/Alyref/Nup153/Nup54/Nup50",21
"R-MMU-5696400","Dual Incision in GG-NER","23/2260","39/8772",1.11999408564198e-05,0.000155437017020854,0.000132232587636251,"Rfc4/Pole/Pold2/Pold1/Rfc5/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Ercc3/Pole3/Parp2/Pold4/Polk/Gtf2h4/Pole4/Ddb2/Ubc/Pold3/Bivm",23
"R-MMU-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)","55/2260","127/8772",1.1526354408534e-05,0.000157834213034193,0.000134271918022221,"Rad51/Ccna2/Clspn/Rad51ap1/Rfc4/H2afx/Tipin/Chek1/Pole/Timeless/Pold2/Pold1/Rfc5/Brca1/Topbp1/Pcna/Blm/Atm/Eme1/Rfc3/Brca2/Rbbp8/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Exo1/Nsd2/Kat5/Brip1/Polh/Hus1/Dna2/Nbn/Pole3/Ube2i/Mre11a/Pold4/Polk/Rtel1/Rad51d/Cdk2/Palb2/Pole4/Ubc/Rad1/Rad51b/Rnf168/Wrn/Rad51c/Rmi1/Pold3/Xrcc2/Sumo1",55
"R-MMU-194315","Signaling by Rho GTPases","149/2260","428/8772",1.27905930740505e-05,0.000172841303776971,0.000147038673842962,"S100a8/Racgap1/Nuf2/Bub1/Cenpe/Birc5/Spc25/Prc1/Bub1b/Cenpf/Ndc80/H2afx/Kif2c/Cenpn/Cenpq/Ercc6l/Cdca8/Zwilch/Mad2l1/Fmnl2/Cybb/Cdc20/Aurkb/Ska1/Sgo1/Ect2/Plk1/Kntc1/Cenpp/Spdl1/Cit/Fgd4/Cdc25c/Cenph/Cenpk/Spc24/Sgo2a/Iqgap3/Arhgef39/Nde1/Clip1/H2afv/Cenps/Cenpu/Cenpm/Incenp/Cenpo/Ncf2/H2afz/Rhobtb1/Rhoj/Nup85/Kif5b/Pmf1/Rhog/Depdc1b/Arhgap26/Rangap1/Diaph3/Ncf4/Dsn1/Arhgap19/Nup43/Ralbp1/Arhgap11a/Diaph1/Ska2/Arap3/Nup37/Myl12b/Arhgap17/Cenpa/Nup160/Rcc2/Rhov/Nup107/Src/Cenpc1/Arpc1b/Tuba1a/Ywhaz/Ckap5/Nck1/Nup133/Tuba4a/Taok1/Baiap2/Arap1/Srgap2/Fmnl3/Prkcd/Xpo1/Zw10/Myh9/Tubb2a/Cyfip2/Fgd2/Depdc7/Kif18a/Rac2/Cenpt/Tuba1b/Arhgap30/Klc4/Gdi2/Ctnnb1/Itsn1/S100a9/Chn2/Pfn1/Tubb2b/Gopc/Arhgap6/Vav3/Dynll1/Ranbp2/Rhoa/Wipf2/Arhgdib/Ptk2/Ywhag/Itgb3bp/Arhgef6/Iqgap1/Pafah1b1/Arhgap35/Rhof/Ophn1/Mapk14/Zwint/Nudc/Arhgef12/Trio/Rock1/Arhgap9/Rhoc/Arhgap27/Kif5a/Ywhaq/H3c4/Kif2a/Rock2/Daam1/Ppp2r5d/Arpc4/Ndel1/Ppp1r12a/Arhgef1/Rhot1",149
